product_id,keyword,method,domain,url,human_relevant,notes
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,a101.com.tr,https://www.a101.com.tr/anne-bebek-oyuncak/molfix-cocuk-bezi-no-6-extra-large-80-adet_p-23001597,true,[reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,akakce.com,https://www.akakce.com/bebek-bezi/molfix-6-numara.html,true,[reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,akakce.com,https://www.akakce.com/bebek-bezi/molfix.html,true,[reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,babymall.com.tr,https://www.babymall.com.tr/molfix-bebek-bezi-6-beden-extra-large-15-kg-80li-mega-paket,true,[reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,cimri.com,"https://www.cimri.com/bebek-bezi/en-ucuz-molfix-no6-xlarge-80-adet-bebek-bezi-fiyatlari,38640292",true,[reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,cimri.com,https://www.cimri.com/molfix-6,true,[reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,e-bebek.com,https://www.e-bebek.com/bebek-bezleri-molfix-c10111_b587,false,different sizes [reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,hepsiburada.com,https://www.hepsiburada.com/molfix-bebek-bezi-beden-6-15-kg-extra-large-80-adet-mega-pk-pm-HBC00009S8BHN,true,[reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,hepsiburada.com,https://www.hepsiburada.com/molfix/bebek-bezi-c-60001048?filtreler=beden%3A6,false,different number of diapers [reviewer: atahan]
ABO001,Molfix 6 Numara Extra Large 80'li Bebek Bezi fiyat,,trendyol.com,https://www.trendyol.com/molfix/bebek-bezi-beden-6-15-kg-extra-large-80-adet-mega-pk-p-971720793,true,[reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,akakce.com,https://www.akakce.com/bebek-bezi/5-numara.html,true,[reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,akakce.com,"https://www.akakce.com/bebek-bezi/en-ucuz-prima-premium-care-5-numara-junior-74-lu-firsat-paketi-fiyati,327169416.html",true,[reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,akakce.com,https://www.akakce.com/bebek-bezi/prima-5-numara.html,true,[reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,amazon.com.tr,https://www.amazon.com.tr/Prima-Premium-Junior-F%C4%B1rsat-Paketi/dp/B07G8LNL5H,true,[reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,cimri.com,"https://www.cimri.com/bebek-bezi/en-ucuz-prima-premium-care-no5-junior-74-adet-bebek-bezi-fiyatlari,197377447",true,[reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,cimri.com,https://www.cimri.com/en-ucuz-prima-premium-care-5,true,[reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,hepsiburada.com,https://www.hepsiburada.com/prima-premium-care-x-s57072,false,different number of diapers [reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,trendyol.com,https://www.trendyol.com/prima/bebek-bezi-premium-care-5-beden-74-adet-junior-firsat-paketi-p-4179039,true,[reviewer: atahan]
ABO002,Prima Premium Care 5 Numara Junior 74'lü Bebek Bezi fiyat,,trendyol.com,https://www.trendyol.com/prima/bebek-bezi-premium-care-5-numara-74-adet-ultra-firsat-paketi-p-4179039,true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,akakce.com,"https://www.akakce.com/cep-telefonu/en-ucuz-iphone-17-256-gb-siyah-fiyati,1182756127.html",true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,apple.com,https://www.apple.com/tr/shop/buy-iphone/iphone-17/6.3-in%C3%A7-ekran-256gb-siyah,true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-apple-iphone-17-256gb-siyah-fiyatlari,2508497796",true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-apple-iphone-17-fiyatlari,a2393572193",true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,epey.com,https://www.epey.com/akilli-telefonlar/apple-iphone-17.html,true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,hepsiburada.com,https://www.hepsiburada.com/apple-iphone-17-256-gb-siyah-p-HBCV00009Z3Y49,true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,mediamarkt.com.tr,https://www.mediamarkt.com.tr/tr/product/_apple-mg6j4tua-iphone-17-256gb-akilli-telefon-siyah-1249221.html,true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,trendyol.com,https://www.trendyol.com/apple/iphone-17-256gb-siyah-p-985256842,true,[reviewer: atahan]
ELK001,iPhone 17 256 GB Siyah fiyat,,vatanbilgisayar.com,https://www.vatanbilgisayar.com/iphone-17-akilli-telefon.html,true,[reviewer: atahan]
ELK004,Samsung Galaxy S25 FE 256 GB fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-samsung-galaxy-s25-fe-fiyatlari,2405102763",true,[reviewer: atahan]
ELK004,Samsung Galaxy S25 FE 256 GB fiyat,,cimri.com,"https://www.cimri.com/cep-telefonlari/en-ucuz-samsung-galaxy-s25-fe-fiyatlari,a2405102761",true,[reviewer: atahan]
ELK004,Samsung Galaxy S25 FE 256 GB fiyat,,epey.com,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s25-fe.html,true,[reviewer: atahan]
ELK004,Samsung Galaxy S25 FE 256 GB fiyat,,hepsiburada.com,https://www.hepsiburada.com/samsung-galaxy-s25-fe-256-gb-8-gb-ram-samsung-turkiye-garantili-beyaz-pm-HBC00009S6B28,true,[reviewer: atahan]
